"","Site","Year","Fecha2","Hora","Bosque","Periodo","Transecto","Planta","Pollinator_id","Pollinator_genus","Pollinator_family","Order"
"3879","Gorbea",2020,"2020-06-21","10:30:00","3",6,1,"Trifolium repens","Andrena bucephala","Andrena","Andrenidae","Hymenoptera"
"3880","Gorbea",2020,"2020-06-21","10:30:00","3",6,1,"Trifolium pratense","Bombus pascuorum","Bombus","Apidae","Hymenoptera"
"3881","Gorbea",2020,"2020-06-21","10:30:00","3",6,1,"Plantago sp.","Apis mellifera","Apis","Apidae","Hymenoptera"
"3882","Gorbea",2020,"2020-06-21","13:30:00","3",6,2,"Potentilla erecta","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3883","Gorbea",2020,"2020-06-21","13:30:00","3",6,2,"Lotus corniculatus","Bombus pratorum","Bombus","Apidae","Hymenoptera"
"3884","Gorbea",2020,"2020-06-21","13:30:00","3",6,2,"Taraxacum sp.","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3885","Gorbea",2020,"2020-06-21","13:30:00","3",6,2,"Trifolium repens","Andrena bucephala","Andrena","Andrenidae","Hymenoptera"
"3886","Gorbea",2020,"2020-06-21","13:30:00","3",6,2,"Potentilla erecta","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3887","Gorbea",2020,"2020-06-21","16:30:00","3",6,3,"Potentilla erecta","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3888","Gorbea",2020,"2020-06-21","16:30:00","3",6,3,"Teucrium pyrenaicum L. subsp. pyrenaicum","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3889","Gorbea",2020,"2020-06-21","16:30:00","3",6,3,"Prunella grandiflora","Thymelicus sp","Thymelicus","Lepidoptera","Lepidoptera"
"3890","Gorbea",2020,"2020-06-21","16:30:00","3",6,3,"Lotus corniculatus","Thymelicus sp","Thymelicus","Lepidoptera","Lepidoptera"
"3891","Gorbea",2020,"2020-06-21","16:30:00","3",6,3,"Lotus corniculatus","Thymelicus sp","Thymelicus","Lepidoptera","Lepidoptera"
"3892","Gorbea",2020,"2020-06-21","16:30:00","3",6,3,"Trifolium pratense","Bombus lapidarius","Bombus","Apidae","Hymenoptera"
"3893","Gorbea",2020,"2020-06-21","16:30:00","3",6,3,"Lotus corniculatus","Bombus pratorum","Bombus","Apidae","Hymenoptera"
"3894","Gorbea",2020,"2020-06-21","16:30:00","3",6,3,"Bellis perennis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3895","Gorbea",2020,"2020-06-21","16:30:00","3",6,3,"Trifolium repens","Bombus lapidarius","Bombus","Apidae","Hymenoptera"
"3896","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Medicago lupulina","Lasioglossum punctatissimum","Lasioglossum","Halictidae","Hymenoptera"
"3897","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Bellis perennis","Lucila sp","Lucila","Calliphoridae","Diptera"
"3898","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Euphrasia sp.","Platycheirus sp","Platycheirus","Syrphidae","Diptera"
"3899","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Linaria propinqua","Osmia notata","Osmia","Megachilidae","Hymenoptera"
"3900","Gorbea",2020,"2020-06-22","10:30:00","1",7,1,"Lotus corniculatus","Bombus pascuorum","Bombus","Apidae","Hymenoptera"
"3901","Gorbea",2020,"2020-06-22","10:30:00","1",7,1,"Ranunculus sp.","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3902","Gorbea",2020,"2020-06-22","10:30:00","1",7,1,"Ranunculus sp.","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3903","Gorbea",2020,"2020-06-22","10:30:00","1",7,1,"Euphrasia sp.","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3904","Gorbea",2020,"2020-06-22","10:30:00","1",7,1,"Ranunculus sp.","Eupeodes sp.","Eupeodes","Syrphidae","Diptera"
"3905","Gorbea",2020,"2020-06-22","10:30:00","1",7,1,"Bellis perennis","Eristalis tenax","Eristalis","Syrphidae","Diptera"
"3906","Gorbea",2020,"2020-06-22","10:30:00","1",7,1,"Medicago lupulina","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3907","Gorbea",2020,"2020-06-22","10:30:00","1",7,1,"Taraxacum sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3908","Gorbea",2020,"2020-06-22","10:30:00","1",7,1,"Bellis perennis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3909","Gorbea",2020,"2020-06-22","10:30:00","1",7,1,"Bellis perennis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3910","Gorbea",2020,"2020-06-22","10:30:00","1",7,1,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3911","Gorbea",2020,"2020-06-22","10:30:00","1",7,1,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3912","Gorbea",2020,"2020-06-22","10:30:00","1",7,1,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3913","Gorbea",2020,"2020-06-22","10:30:00","1",7,1,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3914","Gorbea",2020,"2020-06-22","10:30:00","1",7,1,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3915","Gorbea",2020,"2020-06-22","10:30:00","1",7,1,"Bellis perennis","Eristalis tenax","Eristalis","Syrphidae","Diptera"
"3916","Gorbea",2020,"2020-06-22","10:30:00","1",7,1,"Trifolium repens","Apis mellifera","Apis","Apidae","Hymenoptera"
"3917","Gorbea",2020,"2020-06-22","10:30:00","1",7,1,"Thymus praecox subsp. polytrichus","Erebia meolans","Erebia","Lepidoptera","Lepidoptera"
"3918","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Thymus praecox subsp. polytrichus","Trichius fasciatus","Trichius","Scarabaeidae","Coleoptera"
"3919","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Plantago sp.","Apis mellifera","Apis","Apidae","Hymenoptera"
"3920","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3921","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3922","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3923","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3924","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3925","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3926","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3927","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Bellis perennis","Eristalis tenax","Eristalis","Syrphidae","Diptera"
"3928","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Bellis perennis","Eristalis tenax","Eristalis","Syrphidae","Diptera"
"3929","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Bellis perennis","Eristalis tenax","Eristalis","Syrphidae","Diptera"
"3930","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Thymus praecox subsp. polytrichus","Apis mellifera","Apis","Apidae","Hymenoptera"
"3931","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Plantago sp.","Eristalis tenax","Eristalis","Syrphidae","Diptera"
"3932","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Bellis perennis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3933","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Bellis perennis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3934","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Bellis perennis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3935","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Trifolium repens","Apis mellifera","Apis","Apidae","Hymenoptera"
"3936","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3937","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3938","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3939","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3940","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3941","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Thymus praecox subsp. polytrichus","Eristalis tenax","Eristalis","Syrphidae","Diptera"
"3942","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Thymus praecox subsp. polytrichus","Eristalis tenax","Eristalis","Syrphidae","Diptera"
"3943","Gorbea",2020,"2020-06-22","13:30:00","1",7,2,"Euphrasia sp.","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3944","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Thymus praecox subsp. polytrichus","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3945","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Thymus praecox subsp. polytrichus","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3946","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Thymus praecox subsp. polytrichus","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3947","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Thymus praecox subsp. polytrichus","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3948","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Thymus praecox subsp. polytrichus","Eristalis tenax","Eristalis","Syrphidae","Diptera"
"3949","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Bellis perennis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3950","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Bellis perennis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3951","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Thymus praecox subsp. polytrichus","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3952","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Teucrium pyrenaicum L. subsp. pyrenaicum","Bombus hortorum","Bombus","Apidae","Hymenoptera"
"3953","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Medicago lupulina","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3954","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Lotus corniculatus","Bombus pascuorum","Bombus","Apidae","Hymenoptera"
"3955","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Thymus praecox subsp. polytrichus","Eristalis tenax","Eristalis","Syrphidae","Diptera"
"3956","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Bellis perennis","Lucila sp","Lucila","Calliphoridae","Diptera"
"3957","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3958","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3959","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3960","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3961","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3962","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3963","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3964","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3965","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3966","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3967","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3968","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3969","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3970","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3971","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3972","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Thymus praecox subsp. polytrichus","Apis mellifera","Apis","Apidae","Hymenoptera"
"3973","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Thymus praecox subsp. polytrichus","Apis mellifera","Apis","Apidae","Hymenoptera"
"3974","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Euphrasia sp.","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3975","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Bellis perennis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3976","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Bellis perennis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3977","Gorbea",2020,"2020-06-22","16:30:00","1",7,3,"Thymus praecox subsp. polytrichus","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3978","Gorbea",2020,"2020-06-23","10:30:00","2",7,1,"Potentilla erecta","Andrena minutuloides","Andrena","Andrenidae","Hymenoptera"
"3979","Gorbea",2020,"2020-06-23","16:30:00","2",7,3,"Plantago sp.","Cheilosia nigripes","Cheilosia","Syrphidae","Diptera"
"3980","Gorbea",2020,"2020-06-23","10:30:00","2",7,1,"Trifolium repens","Apis mellifera","Apis","Apidae","Hymenoptera"
"3981","Gorbea",2020,"2020-06-23","10:30:00","2",7,1,"Ranunculus sp.","Andrena agilissima","Andrena","Andrenidae","Hymenoptera"
"3982","Gorbea",2020,"2020-06-23","10:30:00","2",7,1,"Plantago sp.","Episyrphus balteatus","Episyrphus","Syrphidae","Diptera"
"3983","Gorbea",2020,"2020-06-23","10:30:00","2",7,1,"Taraxacum sp.","Eristalis tenax","Eristalis","Syrphidae","Diptera"
"3984","Gorbea",2020,"2020-06-23","10:30:00","2",7,1,"Bellis perennis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3985","Gorbea",2020,"2020-06-23","10:30:00","2",7,1,"Bellis perennis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3986","Gorbea",2020,"2020-06-23","10:30:00","2",7,1,"Bellis perennis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"3987","Gorbea",2020,"2020-06-23","10:30:00","2",7,1,"Ranunculus sp.","Eristalis tenax","Eristalis","Syrphidae","Diptera"
"3988","Gorbea",2020,"2020-06-23","10:30:00","2",7,1,"Bellis perennis","Eristalis tenax","Eristalis","Syrphidae","Diptera"
"3989","Gorbea",2020,"2020-06-23","10:30:00","2",7,1,"Plantago sp.","Apis mellifera","Apis","Apidae","Hymenoptera"
"3990","Gorbea",2020,"2020-06-23","10:30:00","2",7,1,"Ranunculus sp.","Eristalis tenax","Eristalis","Syrphidae","Diptera"
"3991","Gorbea",2020,"2020-06-23","10:30:00","2",7,1,"Trifolium repens","Apis mellifera","Apis","Apidae","Hymenoptera"
"3992","Gorbea",2020,"2020-06-23","10:30:00","2",7,1,"Bellis perennis","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3993","Gorbea",2020,"2020-06-23","10:30:00","2",7,1,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3994","Gorbea",2020,"2020-06-23","10:30:00","2",7,1,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3995","Gorbea",2020,"2020-06-23","13:30:00","2",7,2,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3996","Gorbea",2020,"2020-06-23","13:30:00","2",7,2,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3997","Gorbea",2020,"2020-06-23","13:30:00","2",7,2,"Ranunculus sp.","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"3998","Gorbea",2020,"2020-06-23","13:30:00","2",7,2,"Trifolium pratense","Bombus pratorum","Bombus","Apidae","Hymenoptera"
"3999","Gorbea",2020,"2020-06-23","13:30:00","2",7,2,"Bellis perennis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4000","Gorbea",2020,"2020-06-23","13:30:00","2",7,2,"Bellis perennis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4001","Gorbea",2020,"2020-06-23","13:30:00","2",7,2,"Trifolium repens","Apis mellifera","Apis","Apidae","Hymenoptera"
"4002","Gorbea",2020,"2020-06-23","13:30:00","2",7,2,"Bellis perennis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4003","Gorbea",2020,"2020-06-23","13:30:00","2",7,2,"Bellis perennis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4004","Gorbea",2020,"2020-06-23","13:30:00","2",7,2,"Trifolium repens","Apis mellifera","Apis","Apidae","Hymenoptera"
"4005","Gorbea",2020,"2020-06-23","13:30:00","2",7,2,"Plantago sp.","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4006","Gorbea",2020,"2020-06-23","13:30:00","2",7,2,"Bellis perennis","Erebia meolans","Erebia","Lepidoptera","Lepidoptera"
"4007","Gorbea",2020,"2020-06-23","16:30:00","2",7,3,"Bellis perennis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4008","Gorbea",2020,"2020-06-23","16:30:00","2",7,3,"Bellis perennis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4009","Gorbea",2020,"2020-06-23","16:30:00","2",7,3,"Bellis perennis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4010","Gorbea",2020,"2020-06-23","16:30:00","2",7,3,"Bellis perennis","Eristalis tenax","Eristalis","Syrphidae","Diptera"
"4011","Gorbea",2020,"2020-06-23","16:30:00","2",7,3,"Ranunculus sp.","Eristalis tenax","Eristalis","Syrphidae","Diptera"
"4012","Gorbea",2020,"2020-06-23","16:30:00","2",7,3,"Ranunculus sp.","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4013","Gorbea",2020,"2020-06-23","16:30:00","2",7,3,"Ranunculus sp.","Syrphus ribesii","Syrphus","Syrphidae","Diptera"
"4014","Gorbea",2020,"2020-06-23","16:30:00","2",7,3,"Trifolium repens","Apis mellifera","Apis","Apidae","Hymenoptera"
"4015","Gorbea",2020,"2020-06-23","16:30:00","2",7,3,"Trifolium repens","Apis mellifera","Apis","Apidae","Hymenoptera"
"4016","Gorbea",2020,"2020-06-23","16:30:00","2",7,3,"Trifolium repens","Apis mellifera","Apis","Apidae","Hymenoptera"
"4017","Gorbea",2020,"2020-06-23","16:30:00","2",7,3,"Ranunculus sp.","Syrphus ribesii","Syrphus","Syrphidae","Diptera"
"4018","Gorbea",2020,"2020-06-23","16:30:00","2",7,3,"Bellis perennis","Cheilosia nigripes","Cheilosia","Syrphidae","Diptera"
"4019","Gorbea",2020,"2020-06-23","16:30:00","2",7,3,"Bellis perennis","Cheilosia nigripes","Cheilosia","Syrphidae","Diptera"
"4020","Gorbea",2020,"2020-06-23","16:30:00","2",7,3,"Ranunculus sp.","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4021","Gorbea",2020,"2020-06-23","16:30:00","2",7,3,"Bellis perennis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4022","Gorbea",2020,"2020-06-23","16:30:00","2",7,3,"Bellis perennis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4023","Gorbea",2020,"2020-06-23","16:30:00","2",7,3,"Bellis perennis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4024","Gorbea",2020,"2020-06-23","16:30:00","2",7,3,"Bellis perennis","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4025","Gorbea",2020,"2020-06-23","16:30:00","2",7,3,"Bellis perennis","Cheilosia nigripes","Cheilosia","Syrphidae","Diptera"
"4026","Gorbea",2020,"2020-06-23","16:30:00","2",7,3,"Bellis perennis","Syrphus ribesii","Syrphus","Syrphidae","Diptera"
"4027","Gorbea",2020,"2020-06-23","16:30:00","2",7,3,"Trifolium repens","Apis mellifera","Apis","Apidae","Hymenoptera"
"4028","Gorbea",2020,"2020-06-24","10:30:00","4",7,1,"Potentilla erecta","Lasioglossum morio","Lasioglossum","Halictidae","Hymenoptera"
"4029","Gorbea",2020,"2020-06-24","10:30:00","4",7,1,"Potentilla erecta","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4030","Gorbea",2020,"2020-06-24","10:30:00","4",7,1,"Potentilla erecta","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4031","Gorbea",2020,"2020-06-24","10:30:00","4",7,1,"Erica cinerea","Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera"
"4032","Gorbea",2020,"2020-06-24","10:30:00","4",7,1,"Erica cinerea","Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera"
"4033","Gorbea",2020,"2020-06-24","10:30:00","4",7,1,"Erica cinerea","Erebia meolans","Erebia","Lepidoptera","Lepidoptera"
"4034","Gorbea",2020,"2020-06-24","13:30:00","4",7,2,"Potentilla erecta","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"4035","Gorbea",2020,"2020-06-24","13:30:00","4",7,2,"Potentilla erecta","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"4036","Gorbea",2020,"2020-06-24","13:30:00","4",7,2,"Potentilla erecta","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"4037","Gorbea",2020,"2020-06-24","13:30:00","4",7,2,"Potentilla erecta","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"4038","Gorbea",2020,"2020-06-24","13:30:00","4",7,2,"Potentilla erecta","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"4039","Gorbea",2020,"2020-06-24","13:30:00","4",7,2,"Potentilla erecta","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"4040","Gorbea",2020,"2020-06-24","13:30:00","4",7,2,"Potentilla erecta","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"4041","Gorbea",2020,"2020-06-24","13:30:00","4",7,2,"Potentilla erecta","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"4042","Gorbea",2020,"2020-06-24","13:30:00","4",7,2,"Potentilla erecta","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"4043","Gorbea",2020,"2020-06-24","13:30:00","4",7,2,"Potentilla erecta","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"4044","Gorbea",2020,"2020-06-24","13:30:00","4",7,2,"Sedum anglicum","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"4045","Gorbea",2020,"2020-06-24","13:30:00","4",7,2,"Erica cinerea","Lampides boeticus","Lampides","Lepidoptera","Lepidoptera"
"4046","Gorbea",2020,"2020-06-24","13:30:00","4",7,2,"Erica vagans","Lasioglossum morio","Lassioglossum","Halictidae","Hymenoptera"
"4047","Gorbea",2020,"2020-06-24","16:30:00","4",7,3,"Potentilla erecta","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4048","Gorbea",2020,"2020-06-24","16:30:00","4",7,3,"Potentilla erecta","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4049","Gorbea",2020,"2020-06-24","16:30:00","4",7,3,"Potentilla erecta","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"4050","Gorbea",2020,"2020-06-24","16:30:00","4",7,3,"Potentilla erecta","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"4051","Gorbea",2020,"2020-06-24","16:30:00","4",7,3,"Potentilla erecta","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"4052","Gorbea",2020,"2020-06-24","16:30:00","4",7,3,"Potentilla erecta","Tachinidae NA","Tachinidae","Tachinidae","Diptera"
"4053","Gorbea",2020,"2020-06-24","16:30:00","4",7,3,"Jasione sp.","Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera"
"4054","Gorbea",2020,"2020-06-24","16:30:00","4",7,3,"Erica cinerea","Lepidoptera","Lepidoptera","Lepidoptera","Lepidoptera"
"4055","Gorbea",2020,"2020-06-24","16:30:00","4",7,3,"Erica tetralix","Bombus sp.","Bombus","Apidae","Hymenoptera"
"4056","Gorbea",2020,"2020-06-25","10:30:00","5",7,1,"Erica tetralix","Erebia meolans","Erebia","Lepidoptera","Lepidoptera"
"4057","Gorbea",2020,"2020-06-25","10:30:00","5",7,1,"Potentilla erecta","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4058","Gorbea",2020,"2020-06-25","10:30:00","5",7,1,"Potentilla erecta","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4059","Gorbea",2020,"2020-06-25","10:30:00","5",7,1,"Erica cinerea","Lampides boeticus","Lampides","Lepidoptera","Lepidoptera"
"4060","Gorbea",2020,"2020-06-25","13:30:00","5",7,2,"Erica cinerea","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4061","Gorbea",2020,"2020-06-25","13:30:00","5",7,2,"Erica cinerea","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4062","Gorbea",2020,"2020-06-25","13:30:00","5",7,2,"Ranunculus sp.","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4063","Gorbea",2020,"2020-06-25","13:30:00","5",7,2,"Narthecium ossifragum","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4064","Gorbea",2020,"2020-06-25","13:30:00","5",7,2,"Potentilla erecta","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
"4065","Gorbea",2020,"2020-06-25","13:30:00","5",7,2,"Potentilla erecta","Sphaerophoria scripta","Sphaerophoria","Syrphidae","Diptera"
